date,symbol,direction,shares,price,value,cost
2020-06-01,511260,sell,1867.4216557744248,112.401,209900.06153070112,272.87007998991146
2020-06-01,518880,buy,161302.05410340196,3.895,628271.5007327506,816.7529509525758
2020-07-29,518880,sell,20804.83346630309,4.206,87505.1295592708,113.75666842705203
2020-07-29,511880,buy,288.185196907117,101.214,29168.37651975694,37.91888947568402
2020-07-29,511010,buy,238.86576683501158,122.112,29168.376519756934,37.91888947568401
2020-07-29,511260,buy,262.8184183141286,110.983,29168.376519756937,37.91888947568402
2020-08-03,511880,sell,267.04646518618785,101.243,27036.585274845216,35.14756085729878
2020-08-03,511010,sell,216.3072880090672,121.656,26315.07943003108,34.209603259040406
2020-08-03,511260,sell,237.76168403953528,110.442,26258.875908694354,34.13653868130266
2020-08-03,518880,sell,218274.6285982585,4.2,916753.4401126858,1191.7794721464916
2020-08-03,159915,buy,71710.9807823642,2.774,198926.2606902783,258.60413889736174
2020-08-03,512170,buy,254404.99066352972,0.7273946957878313,185052.84079060427,240.56869302778554
2020-08-03,512690,buy,232304.51407358723,0.6664698048491542,154823.94416020127,201.27112740826163
2020-08-03,513100,buy,594694.8068033697,0.7659418335901386,455501.6307495062,592.152119974358
2020-08-12,518880,sell,4171.150724323976,3.989,16638.720239328337,21.630336311126836
2020-08-12,159915,sell,7171.0980782364195,2.548,18271.957903346396,23.753545274350312
2020-08-12,512170,sell,25440.499066352946,0.6737971918876755,17141.736831129645,22.284257880468537
2020-08-12,512690,sell,23230.451407358716,0.6285375450398684,14601.210897749203,18.981574167073962
2020-08-12,513100,sell,59469.48068033704,0.7782578967642525,46282.59295594145,60.167370842723884
2020-08-12,511880,buy,371.6376389574284,101.296,37645.40627583167,48.93902815858117
2020-08-12,511010,buy,310.69282039377117,121.166,37645.40627583168,48.93902815858118
2020-08-12,511260,buy,341.2568330024447,110.314,37645.40627583168,48.93902815858118
2020-08-17,518880,sell,43367.21960686857,4.129,179063.2497567603,232.7822246837884
2020-08-17,159915,sell,21217.82402336012,2.607,55314.867228899835,71.90932739756978
2020-08-17,512170,sell,75273.27424157686,0.6820920436817471,51343.30146205377,66.7462919006699
