date,nav,cash,invested,drawdown,is_circuit
2018-07-27,1156111.1465661747,11453.926980968838,1144657.219585206,-0.027065524700290212,0
2018-07-30,1156793.485333367,11453.926980968838,1145339.5583523982,-0.026491297116370868,0
2018-07-31,1157867.6827425412,11453.926980968838,1146413.7557615724,-0.0255872977943616,0
2018-08-01,1160703.8466942173,11606.539484979048,1149097.3072092382,-0.023200501598871413,0
2018-08-02,1161664.6841030677,11606.539484979048,1150058.1446180886,-0.022391901281328567,0
2018-08-03,1162624.8919146196,11606.539484979048,1151018.3524296405,-0.02158383080636976,0
2018-08-06,1163459.8395738413,11606.539484979048,1151853.3000888622,-0.02088117400287782,0
2018-08-07,1163994.6452102785,11606.539484979048,1152388.1057252993,-0.020431104091503154,0
2018-08-08,1162786.5797483206,11606.539484979048,1151180.0402633415,-0.021447761131657694,0
2018-08-09,1161402.8783827643,11606.539484979048,1149796.3388977852,-0.022612225955016257,0
2018-08-10,1160188.5077099337,11606.539484979048,1148581.9682249546,-0.023634189195228108,0
2018-08-13,1158707.0309833519,11606.539484979048,1147100.4914983728,-0.024880937646643633,0
2018-08-14,1161158.3797141942,11606.539484979048,1149551.840229215,-0.02281798574249278,0
2018-08-15,1157970.0649538208,11606.539484979048,1146363.5254688417,-0.025501137235052755,0
2018-08-16,1157531.074933892,11606.539484979048,1145924.535448913,-0.025870572756861953,0
2018-08-17,1149105.3672488723,11606.539484979048,1137498.8277638932,-0.03296129367059225,0
2018-08-20,1150526.9147667298,11606.539484979048,1138920.3752817507,-0.031764979118563026,0
2018-08-21,1150622.869715555,11606.539484979048,1139016.330230576,-0.03168422747278482,0
2018-08-22,1151093.6338659602,11606.539484979048,1139487.094380981,-0.03128805218027539,0
2018-08-23,1152311.7184577938,11606.539484979048,1140705.1789728147,-0.030262963462165282,0
2018-08-24,1153850.51261011,11606.539484979048,1142243.9731251309,-0.028967979077986695,0
2018-08-27,1153546.4589129987,11606.539484979048,1141939.9194280196,-0.02922385787055831,0
2018-08-28,1155080.6135015173,11606.539484979048,1143474.0740165382,-0.02793277794797267,0
2018-08-29,1156605.955340535,11606.539484979048,1144999.4158555558,-0.026649114464400925,0
2018-08-30,1156559.3827531275,11606.539484979048,1144952.8432681484,-0.026688307993524122,0
2018-08-31,1158310.8442945401,11606.539484979048,1146704.304809561,-0.02521435168675965,0
2018-09-03,1156821.4861289365,11606.539484979048,1145214.9466439574,-0.02646773282549252,0
2018-09-04,1155181.0762123903,11606.539484979048,1143574.5367274112,-0.02784823275940606,0
2018-09-05,1156490.2315244004,11606.539484979048,1144883.6920394213,-0.026746502756750598,0
2018-09-06,1156032.4238892917,11606.539484979048,1144425.8844043126,-0.027131774391381615,0
2018-09-07,1155140.4260251631,11606.539484979048,1143533.886540184,-0.02788244224583665,0
2018-09-10,1155313.5052736795,11606.539484979048,1143706.9657887004,-0.02773678603592925,0
2018-09-11,1153232.4432872317,11606.539484979048,1141625.9038022526,-0.029488120202946423,0
2018-09-12,1154968.250635134,11606.539484979048,1143361.711150155,-0.02802733780648843,0
2018-09-13,1154682.4376576885,11606.539484979048,1143075.8981727094,-0.028267865977219038,0
2018-09-14,1154534.6679103738,11606.539484979048,1142928.1284253947,-0.028392222776300043,0
2018-09-17,1154575.0363260722,11606.539484979048,1142968.496841093,-0.0283582504169271,0
2018-09-18,1154273.467726415,11606.539484979048,1142666.928241436,-0.028612037856089644,0
2018-09-19,1154638.5361466147,11606.539484979048,1143031.9966616356,-0.028304811640936862,0
